MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL_CONSUMPTION*,,,,CO2_EMISSIONS
2001,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AS5,Z,15,10.4,12.9,22,297
2001,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M5,Z,13.7,9.4,11.8,24,271
2001,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,AS5,Z,15.9,10.6,13.5,21,311
2001,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,M6,Z,15,10.1,12.8,22,294
2001,SAAB,9-3 TURBO,MID-SIZE,2,4,A4,X,12.7,9.3,11.1,25,255
2001,SAAB,9-3 TURBO,MID-SIZE,2,4,M5,X,13,9.3,11.3,25,260
2001,SAAB,9-3 TURBO #,MID-SIZE,2,4,A4,Z,12.7,9,11,26,253
2001,SAAB,9-3 TURBO #,MID-SIZE,2,4,M5,Z,12.2,8.5,10.5,27,242
2001,SAAB,9-3 TURBO #,MID-SIZE,2.3,4,M5,Z,13,8.3,10.9,26,251
2001,SAAB,9-5 TURBO,MID-SIZE,2.3,4,A4,X,13.3,9,11.4,25,262
2001,SAAB,9-5 TURBO,MID-SIZE,2.3,4,M5,X,13.1,8.6,11.1,25,255
2001,SAAB,9-5 TURBO,MID-SIZE,3,6,A4,Z,14.4,9.8,12.3,23,283
2001,SAAB,9-5 TURBO #,MID-SIZE,2.3,4,A4,Z,14,10.1,12.2,23,281
2001,SAAB,9-5 TURBO #,MID-SIZE,2.3,4,M5,Z,13.2,9.5,11.5,25,265
2001,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,A4,X,13.3,9,11.4,25,262
2001,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,M5,X,13.1,8.6,11.1,25,255
2001,SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,3,6,A4,Z,14.4,9.8,12.3,23,283
2001,SAAB,9-5 WAGON TURBO #,STATION WAGON - MID-SIZE,2.3,4,A4,Z,14,10.1,12.2,23,281
2001,SAAB,9-5 WAGON TURBO #,STATION WAGON - MID-SIZE,2.3,4,M5,Z,13.2,9.5,11.5,25,265
2001,SATURN,L100/200,MID-SIZE,2.2,4,A4,X,11.7,8.5,10.2,28,235
2001,SATURN,L100/200,MID-SIZE,2.2,4,M5,X,12.2,8.2,10.4,27,239
2001,SATURN,L300,MID-SIZE,3,6,A4,X,13.3,9.7,11.7,24,269
2001,SATURN,LW200 WAGON,STATION WAGON - MID-SIZE,2.2,4,A4,X,11.3,8,9.8,29,225
2001,SATURN,LW300 WAGON,STATION WAGON - MID-SIZE,3,6,A4,X,13.3,9.7,11.7,24,269
2001,SATURN,SC COUPE,SUBCOMPACT,1.9,4,A4,X,10.3,7.2,8.9,32,205
2001,SATURN,SC COUPE,SUBCOMPACT,1.9,4,M5,X,9.6,6.5,8.2,34,189
2001,SATURN,SC COUPE #,SUBCOMPACT,1.9,4,A4,X,10.6,7.3,9.1,31,209
2001,SATURN,SC COUPE #,SUBCOMPACT,1.9,4,M5,X,10.3,6.8,8.8,32,202
2001,SATURN,SL,COMPACT,1.9,4,A4,X,10,7,8.6,33,198
2001,SATURN,SL,COMPACT,1.9,4,M5,X,9.3,6.4,8,35,184
2001,SATURN,SL #,COMPACT,1.9,4,A4,X,10.6,7.3,9.1,31,209
2001,SATURN,SL #,COMPACT,1.9,4,M5,X,10.3,6.8,8.8,32,202
2001,SATURN,SW WAGON #,STATION WAGON - SMALL,1.9,4,A4,X,10.6,7.3,9.1,31,209
2001,SATURN,SW WAGON #,STATION WAGON - SMALL,1.9,4,M5,X,10.3,6.8,8.8,32,202
2001,SUBARU,FORESTER AWD,SUV,2.5,4,A4,X,12.2,9.6,11.1,25,255
2001,SUBARU,FORESTER AWD,SUV,2.5,4,M5,X,12.5,9.3,11,26,253
2001,SUBARU,IMPREZA AWD,SUBCOMPACT,2.2,4,A4,X,11.7,8.8,10.4,27,239
2001,SUBARU,IMPREZA AWD,SUBCOMPACT,2.2,4,M5,X,11.8,8.8,10.5,27,242
2001,SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,A4,X,11.8,9,10.6,27,244
2001,SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,M5,X,12.8,9.3,11.2,25,258
2001,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,A4,X,11.7,8.8,10.4,27,239
2001,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,M5,X,11.8,8.8,10.5,27,242
2001,SUBARU,LEGACY AWD,COMPACT,2.5,4,A4,X,12.2,9.6,11.1,25,255
2001,SUBARU,LEGACY AWD,COMPACT,2.5,4,M5,X,12.5,9.3,11,26,253
2001,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,A4,X,12.3,9.6,11.1,25,255
2001,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,2.5,4,M5,X,12.5,9.3,11,26,253
2001,SUBARU,LEGACY WAGON AWD,STATION WAGON - MID-SIZE,3,6,A4,Z,13.1,9.6,11.5,25,265
2001,SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,A4,X,9.9,7.6,8.9,32,205
2001,SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,7.9,36,182
2001,SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,A4,X,10.3,7.5,9.1,31,209
2001,SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.6,7.2,8.5,33,196
2001,SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,A4,X,14.5,12.5,13.6,21,313
2001,SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,M5,X,13.8,11.4,12.8,22,294
2001,SUZUKI,SWIFT,SUBCOMPACT,1.3,4,A3,X,9.1,7.4,8.3,34,191
2001,SUZUKI,SWIFT,SUBCOMPACT,1.3,4,M5,X,7.6,5.9,6.8,42,156
2001,SUZUKI,VITARA 4-DOOR 4X4,SUV,2,4,A4,X,11.7,9.9,10.9,26,251
2001,SUZUKI,VITARA 4-DOOR 4X4,SUV,2,4,M5,X,11.8,10.1,11,26,253
2001,SUZUKI,VITARA CONVERTIBLE 4X4,SUV,1.6,4,M5,X,10.5,9,9.9,29,228
2001,SUZUKI,VITARA CONVERTIBLE 4X4,SUV,2,4,A4,X,11.7,10.1,11,26,253
2001,SUZUKI,VITARA CONVERTIBLE 4X4,SUV,2,4,M5,X,11.8,10.2,11.1,25,255
2001,SUZUKI,XL-7 4X4,SUV,2.7,6,A4,X,15.4,12.8,14.2,20,327
2001,SUZUKI,XL-7 4X4,SUV,2.7,6,M5,X,15.2,12.5,14,20,322
2001,TOYOTA,4RUNNER 4X4,SUV,3.4,6,A4,X,16.1,13.4,14.9,19,343
2001,TOYOTA,AVALON,FULL-SIZE,3,6,A4,X,12.7,8.8,10.9,26,251
2001,TOYOTA,CAMRY,MID-SIZE,2.2,4,A4,X,11.5,8.1,10,28,230
2001,TOYOTA,CAMRY,MID-SIZE,2.2,4,M5,X,11.3,7.8,9.7,29,223
2001,TOYOTA,CAMRY,MID-SIZE,3,6,A4,X,13.5,9.5,11.7,24,269
2001,TOYOTA,CAMRY SOLARA,COMPACT,2.2,4,A4,X,11.5,8.1,10,28,230
2001,TOYOTA,CAMRY SOLARA,COMPACT,3,6,A4,X,13.5,9.5,11.7,24,269
2001,TOYOTA,CAMRY SOLARA,COMPACT,3,6,M5,X,12.7,9,11,26,253
2001,TOYOTA,CAMRY SOLARA CONVERTIBLE,SUBCOMPACT,3,6,A4,X,14,9.9,12.2,23,281
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,A4,X,9.5,7.2,8.4,34,193
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,AS4,Z,11.6,8.7,10.3,27,237
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M5,X,9.6,7.8,8.8,32,202
2001,TOYOTA,CELICA,SUBCOMPACT,1.8,4,M6,Z,11.6,8.1,10,28,230
2001,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,8.9,6.5,7.8,36,179
2001,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,8.5,6.4,7.6,37,175
2001,TOYOTA,ECHO,COMPACT,1.5,4,A4,X,8.6,6.7,7.8,36,179
2001,TOYOTA,ECHO,COMPACT,1.5,4,M5,X,8,6.3,7.2,39,166
2001,TOYOTA,PRIUS,COMPACT,1.5,4,AV,X,5.5,5.7,5.6,50,129
2001,TOYOTA,RAV4 4X4,SUV,2,4,A4,X,11.9,9.6,10.9,26,251
2001,TOYOTA,RAV4 4X4,SUV,2,4,M5,X,12,9.5,10.9,26,251
2001,TOYOTA,SEQUOIA 4X4,SUV,4.7,8,A4,X,19.3,15.1,17.4,16,400
2001,TOYOTA,SIENNA,MINIVAN,3,6,A4,X,13.9,10.4,12.3,23,283
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,A4,X,12.7,11,11.9,24,274
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,M5,X,12.6,10.5,11.6,24,267
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,14,12.1,13.2,21,304
2001,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.7,13.4,14.7,19,338
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,A4,X,13.9,11.9,13,22,299
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,M5,X,14.5,11.8,13.3,21,306
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,13.5,14.9,19,343
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.6,12.9,14.4,20,331
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,16.1,12.9,14.6,19,336
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.7,12.9,14.5,19,334
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.8,14.2,16.1,18,370
2001,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.4,13.8,15.8,18,363
2001,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,17.2,14.4,16,18,368
2001,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.4,14.7,16.8,17,386
2001,VOLKSWAGEN,CABRIO,SUBCOMPACT,2,4,A4,X,12.6,9.1,11,26,253
2001,VOLKSWAGEN,CABRIO,SUBCOMPACT,2,4,M5,X,11.2,8.5,10,28,230
2001,VOLKSWAGEN,GOLF,COMPACT,1.8,4,A4,Z,11.9,9.1,10.7,26,246
2001,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,Z,11,8.3,9.8,29,225
2001,VOLKSWAGEN,GOLF,COMPACT,2,4,A4,X,11.9,9,10.6,27,244
2001,VOLKSWAGEN,GOLF,COMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2001,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2001,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,M5,D,6.8,5.4,6.2,46,167
2001,VOLKSWAGEN,GTI,COMPACT,1.8,4,A4,Z,11.9,9.1,10.7,26,246
2001,VOLKSWAGEN,GTI,COMPACT,1.8,4,M5,Z,11,8.3,9.8,29,225
2001,VOLKSWAGEN,GTI,COMPACT,2.8,6,M5,X,13.2,9,11.3,25,260
2001,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A4,Z,11.9,9.1,10.7,26,246
2001,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,Z,11,8.3,9.8,29,225
2001,VOLKSWAGEN,JETTA,COMPACT,2,4,A4,X,11.9,9,10.6,27,244
2001,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2001,VOLKSWAGEN,JETTA,COMPACT,2.8,6,A4,X,13.9,9.9,12.1,23,278
2001,VOLKSWAGEN,JETTA,COMPACT,2.8,6,M5,X,13.6,9.1,11.6,24,267
2001,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2001,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,M5,D,6.8,5.4,6.2,46,167
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,A4,Z,11.7,8.8,10.4,27,239
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,M5,Z,11,8.6,9.9,29,228
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2,4,A4,X,11.9,9,10.6,27,244
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2001,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,A4,D,8.1,5.9,7.1,40,192
2001,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,M5,D,6.8,5.4,6.2,46,167
2001,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A5,Z,13.3,9,11.4,25,262
2001,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,Z,11.9,8.3,10.3,27,237
2001,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,A5,Z,14.6,9.8,12.4,23,285
2001,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,M5,Z,13.4,8.9,11.4,25,262
2001,VOLKSWAGEN,PASSAT 4MOTION,COMPACT,2.8,6,A5,Z,15.3,10.7,13.3,21,306
2001,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,15.3,10.7,13.3,21,306
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,A5,Z,13.3,9,11.4,25,262
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,11.9,8.3,10.3,27,237
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,14.6,9.8,12.4,23,285
2001,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,8.9,11.4,25,262
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,A5,Z,13.4,9.8,11.8,24,271
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,M5,Z,13,9.3,11.3,25,260
2001,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,A5,Z,13.3,9.5,11.6,24,267
2001,VOLVO,C70 TURBO,COMPACT,2.3,5,A5,Z,13.3,9.6,11.6,24,267
2001,VOLVO,C70 TURBO,COMPACT,2.3,5,M5,Z,12.9,9.1,11.2,25,258
2001,VOLVO,C70 TURBO,COMPACT,2.4,5,A5,Z,12.9,9.1,11.2,25,258
2001,VOLVO,S40 TURBO,COMPACT,1.9,4,A5,Z,11.9,8.1,10.2,28,235
2001,VOLVO,S60,COMPACT,2.4,5,A5,Z,12.8,9.3,11.2,25,258
2001,VOLVO,S60,COMPACT,2.4,5,M5,Z,12.5,9.3,11,26,253
2001,VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,A5,Z,12.9,9.1,11.2,25,258
2001,VOLVO,S60 2.4T TURBO,COMPACT,2.4,5,AS5,Z,12.9,9.1,11.2,25,258
2001,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,AS5,Z,13.3,9.6,11.6,24,267
2001,VOLVO,S60 T5 TURBO,COMPACT,2.3,5,M5,Z,12.9,9.1,11.2,25,258
2001,VOLVO,S80/S80 EXECUTIVE 2.9,MID-SIZE,2.9,6,A4,Z,13.6,9.6,11.8,24,271
2001,VOLVO,S80/S80 EXECUTIVE T-6 TURBO,MID-SIZE,2.8,6,AS4,Z,14.2,9.8,12.2,23,281
2001,VOLVO,V40 WAGON TURBO,STATION WAGON - SMALL,1.9,4,A5,Z,11.9,8.1,10.2,28,235
2001,VOLVO,V70 2.4T WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.3,9.5,11.6,24,267
2001,VOLVO,V70 2.4T WAGON TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,13.3,9.5,11.6,24,267
2001,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,AS5,Z,13.4,9.8,11.8,24,271
2001,VOLVO,V70 T5 WAGON TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,13,9.3,11.3,25,260
2001,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,A5,Z,12.8,9.3,11.2,25,258
2001,VOLVO,V70 WAGON,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.5,9.3,11,26,253
2001,VOLVO,V70 WAGON AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,14.4,10.3,12.5,23,288
2001,VOLVO,V70 XC AWD TURBO,SUV,2.4,5,AS5,Z,14.8,11.4,13.3,21,306
